,train_losses,val_losses
0,406.35901541137696,311.45287353515624
1,329.1494669342041,308.88528735351565
2,321.24812504577636,311.4313250732422
3,316.97531393432615,309.1035755615234
4,312.1807480621338,309.35783251953126
