,train_losses,val_losses
0,564.7564297180176,3894.927439453125
1,401.09376626586914,3891.880287109375
2,364.4022821350098,3892.3998359375
3,346.25085623168945,3893.201162109375
4,337.7299909057617,3895.0855546875
